date,location,funct_group,percent_cover.total,site
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Macroalgae,14.7,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Hard coral,4,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Macroalgae,16.6,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Hard coral,0.5,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Macroalgae,13.5,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Hard coral,1.6,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Macroalgae,14.8,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Hard coral,6.2,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Macroalgae,16.1,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Hard coral,2.6,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Macroalgae,14.9,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Hard coral,3.1,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Macroalgae,8.8,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Hard coral,1,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Macroalgae,12.7,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Hard coral,1.6,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Macroalgae,34.4,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Hard coral,1.5,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Macroalgae,24.1,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Hard coral,3.1,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Macroalgae,8.4,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Hard coral,2.6,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Macroalgae,17.4,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Hard coral,5.1,LTER 1
2009,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Macroalgae,7.2,LTER 1
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Hard coral,5.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Macroalgae,17.8,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Hard coral,5.800000000000001,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Macroalgae,12.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Hard coral,16.3,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Macroalgae,9.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Hard coral,0.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Macroalgae,9.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Hard coral,1.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Macroalgae,19,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Hard coral,4.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Macroalgae,22.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Hard coral,1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Macroalgae,4.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Hard coral,1.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Macroalgae,27.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Hard coral,0.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Macroalgae,9.3,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Hard coral,1.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Macroalgae,5.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Hard coral,0.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Macroalgae,40.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Hard coral,0,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Macroalgae,18.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Hard coral,0.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Macroalgae,41.7,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Hard coral,1.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Macroalgae,23,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Hard coral,0,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Macroalgae,6.8,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Hard coral,1.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Macroalgae,22.9,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Hard coral,44.9,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Macroalgae,8,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Hard coral,1.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Macroalgae,12.9,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Hard coral,3.7,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Macroalgae,20.7,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Hard coral,0.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Macroalgae,22.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Hard coral,2.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Macroalgae,4.3,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Hard coral,2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Macroalgae,7.7,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Hard coral,5.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Macroalgae,8.8,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Hard coral,6.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Macroalgae,18.9,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Hard coral,0.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Macroalgae,3.7,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Hard coral,1.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Macroalgae,11.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Hard coral,0.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Macroalgae,2.8,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Hard coral,0,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Macroalgae,3.7,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Hard coral,4.3,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Macroalgae,8.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Hard coral,2.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Macroalgae,11.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Hard coral,7,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Macroalgae,13.4,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Hard coral,1.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Macroalgae,11.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Hard coral,2.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Macroalgae,38.3,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Hard coral,1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Macroalgae,21.9,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Hard coral,0,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Macroalgae,15.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Hard coral,0.5,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Macroalgae,5.8,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Hard coral,2.6,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Macroalgae,11.9,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Hard coral,29.099999999999998,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Macroalgae,18,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Hard coral,1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Macroalgae,16.1,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Hard coral,20.2,LTER 2
2009,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Macroalgae,15.5,LTER 2
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Hard coral,1,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Hard coral,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,Macroalgae,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Hard coral,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Macroalgae,10.3,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Hard coral,1,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Macroalgae,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Macroalgae,2.2,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Macroalgae,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Macroalgae,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Macroalgae,40.8,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Macroalgae,38.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Macroalgae,65.3,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Hard coral,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Macroalgae,63.9,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Macroalgae,50.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Hard coral,2.6,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Macroalgae,27.8,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Macroalgae,21.3,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Hard coral,1.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Macroalgae,35.1,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Hard coral,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Macroalgae,63.7,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Macroalgae,71.2,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Macroalgae,52.8,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Macroalgae,35.9,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Hard coral,1,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Macroalgae,42.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Macroalgae,46.2,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Macroalgae,9.8,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Macroalgae,29.3,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Macroalgae,17.9,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Hard coral,0,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Macroalgae,13.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Hard coral,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Macroalgae,3.1,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Hard coral,0.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Macroalgae,5.2,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Hard coral,1.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Macroalgae,10.8,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Hard coral,1.5,LTER 1
2010,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Macroalgae,12.8,LTER 1
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Hard coral,7.4,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Hard coral,3.2,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Hard coral,1.2,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Hard coral,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Hard coral,0.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Hard coral,1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,Macroalgae,22.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Hard coral,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,Macroalgae,7.7,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Hard coral,3.2,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,Macroalgae,1.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Hard coral,0.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,Macroalgae,18,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Hard coral,2.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,Macroalgae,17.7,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Hard coral,0.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,Macroalgae,6.3,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Hard coral,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,Macroalgae,7.3,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Hard coral,3.6,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Hard coral,1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Hard coral,1.7,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,Macroalgae,6.9,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Hard coral,7.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,Macroalgae,1.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Hard coral,1.6,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,Macroalgae,8,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Hard coral,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,Macroalgae,2.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Hard coral,42.9,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,Macroalgae,5.4,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Hard coral,1.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,Macroalgae,0.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Hard coral,1.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Hard coral,5.2,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Hard coral,8.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Hard coral,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Hard coral,6.2,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Hard coral,1.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Hard coral,1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Hard coral,3.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Hard coral,1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Hard coral,1.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Hard coral,1.6,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 4-5 Quadrat 8,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Hard coral,5.4,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Hard coral,0.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Hard coral,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Hard coral,0.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Hard coral,1.5,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Hard coral,1.6,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,Macroalgae,0,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Hard coral,1.1,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,Macroalgae,6,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Hard coral,7.7,LTER 2
2010,LTER 2 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,Macroalgae,0,LTER 2
